year,type,country,age,species_,month,fatal,sex,age_clean
1993,Unprovoked,australia,27,Tiger shark caught 6 days later with divers remains in its gut,Nov,Y,M,27
1993,Unprovoked,usa,26,4 m to 5 m [13' to 16.5'] white shark,Oct,N,M,26
1993,Unprovoked,usa,26,3 m [10'] bull shark,Oct,N,F,26
1993,Boating,usa,34,>6 m [20'] white shark,Oct,N,F,34
1993,Unprovoked,south africa,36,3 m [10'] white shark,Sep,N,M,36
1993,Unprovoked,spain,69,1.2 m [4'] shark,Sep,N,M,69
1993,Unprovoked,bahamas,51,1.8 m [6'] blacktip shark or Caribbean reef shark,Aug,N,M,51
1993,Unprovoked,usa,19,Bull shark,Aug,N,F,19
1993,Unprovoked,usa,39,5.5 m to 6 m [18' to 20']  white shark,Aug,N,M,39
1993,Unprovoked,south africa,28,4 m [13'] white shark,Jul,N,M,28
1993,Unprovoked,usa,12,"1.8 m to 2.4 m [6' to 8'] shark, tooth fragments recovered ",Jul,N,F,12
1993,Unprovoked,usa,22,Thought to involve a tiger shark,Jun,N,M,22
1993,Unprovoked,australia,31,Remains recovered from 5.5 m [18'] white shark,Jun,Y,M,31
1993,Unprovoked,australia,34,5 m [16.5'] white shark,Jun,Y,F,34
1993,Unprovoked,usa,60's,6' shark,Jun,N,F,60
1993,Unprovoked,usa,35,"Tiger shark, 3.7 m [12'], (tooth fragment recovered from wound)",Mar,N,M,35
1993,Unprovoked,usa,55,White shark,Mar,N,M,55
1993,Provoked,australia,69,"Bronze whaler shark, 1.5 m ",,N,M,69
1993,Unprovoked,australia,21,1.5 m shark,Jan,N,M,21
1993,Unprovoked,usa,29,6 m [20'] white shark,Jan,N,M,29
1992,Unprovoked,usa,10,"Tiger shark, 2.4 m [8']",Dec,N,M,10
1992,Unprovoked,usa,30,"Tiger shark, 3 m to 4.9 m [10' to 16'] ",Dec,N,M,30
1992,Unprovoked,usa,31,"Mako shark, 1.8 m [6']  ",Nov,N,M,31
1992,Unprovoked,usa,19,6' to 7' blacktip shark,Nov,N,M,19
1992,Boating,usa,46,5 m to 6 m white shark,Nov,N,M,46
1992,Unprovoked,usa,40,Unidentified shark,Nov,N,M,40
1992,Unprovoked,usa,18,"Tiger shark, 3 m to 3.7 m [10' to 12'] ",Nov,Y,M,18
1992,Unprovoked,usa,40,2.5 m [8.25'] white shark,Oct,N,M,40
1992,Unprovoked,usa,28,"Tiger shark, 4.3 m [14'] ",Oct,N,M,28
1992,Unprovoked,australia,28,4.2 m white shark,Oct,Y,M,28
1992,Unprovoked,usa,20,4 m to 5 m [13' to 16.5']  white shark ,Sep,N,M,20
1992,Unprovoked,australia,17,4 m white shark,Aug,N,M,17
1992,Unprovoked,usa,22,5.5 m to 6 m [18' to 20'] white shark,Aug,N,M,22
1992,Unprovoked,usa,42,"""a small shark""",Jul,N,F,42
1992,Unprovoked,reunion,16,Bull shark or lemon shark,Jun,Y,M,16
1992,Unprovoked,south africa,35,>2 m shark,Apr,N,M,35
1992,Unprovoked,usa,36,Tiger shark,Mar,N,F,36
1992,Unprovoked,japan,41,"5 m [16.5'] white shark, identification by K. Nakaya",Mar,Y,M,41
1992,Unprovoked,usa,21,Said to involve a 6 m to 7 m [20' to 23'] white shark,Mar,N,M,21
1992,Invalid,australia,19,Questionable incident,Feb,,M,19
1992,Unprovoked,australia,19,"Bronze whaler shark, 2.3 m [7.5'] ",Jan,N,M,19
1992,Unprovoked,south africa,19,"Zambesi shark, 1.7 m [5.5'] ",Jan,N,M,19
1992,Unprovoked,south africa,36,Possibly a 1.5 m [5'] blacktip shark,Jan,N,M,36
1991,Unprovoked,usa,25,6 m [20'] white shark,Dec,N,M,25
1991,Unprovoked,usa,41,"Tiger shark, 2.4 m 3.4 m [8' to 11']  ",Nov,Y,F,41
1991,Unprovoked,usa,21,1.8 m [6'] shark,Oct,N,M,21
1991,Unprovoked,usa,32,5 m to 6 m [16.5' to 20'] white shark,Oct,N,M,32
1991,Unprovoked,australia,19,4 m [13'] white shark,Sep,Y,M,19
1991,Provoked,australia,36,"3 m [10'], 270- kg [595-lb] shark",Aug,N,M,36
1991,Unprovoked,usa,23,sand shark,Aug,N,M,23
1991,Unprovoked,usa,10,3' shark,Aug,N,F,10
1991,Boating,italy,40,4 m [13'] white shark,Jul,N,F,40
1991,Unprovoked,reunion,30,"Tiger shark, 3 to 4 m [10' to 13'] ",Jul,N,M,30
1991,Unprovoked,usa,32,5 m [16.5'] white shark,Jul,N,M,32
1991,Unprovoked,usa,31,2.7 m [9'] bull or lemon shark,Jun,N,M,31
1991,Unprovoked,hong kong,65,"Tiger shark, >3 m [10']",Jun,Y,F,65
1991,Unprovoked,usa,23,2.4 m [8'] shark,May,N,M,23
1991,Unprovoked,usa,22,1.2 m to 1.5 m [4' to 5'] shark,Apr,N,M,22
1991,Unprovoked,usa,38,5.5 m [18'] white shark,Feb,N,M,38
1991,Unprovoked,south africa,20,5.5 m [18'] white shark,Feb,N,M,20
1990,Unprovoked,usa,24,5' shark,Nov,N,M,24
1990,Unprovoked,usa,50,1.8 m [6'] shark ,Oct,N,M,50
1990,Unprovoked,usa,25,4' spinner shark,Oct,N,M,25
1990,Unprovoked,usa,43,"Tiger shark, 3.7 m [12'] ",Oct,N,M,43
1990,Unprovoked,usa,19,1.8 m to 2.4 m [6' to 8'] shark,Oct,N,M,19
1990,Unprovoked,south africa,26,5 m  [16.5'] white shark,Sep,N,M,26
1990,Unprovoked,usa,49,White shark,Sep,N,M,49
1990,Boating,usa,44,2.5 m to 3 m [8.25' to 10']  white shark,Sep,N,M,44
1990,Unprovoked,usa,22,5 m to 6 m [16.5' to 20'] white shark,Aug,N,M,22
1990,Unprovoked,south africa,21,"4.5 m [14'9""] white shark",Jun,Y,F,21
1990,Unprovoked,south africa,22,"5.5 m [18'] white shark, identified by witnesses & tooth marks",May,N,M,22
1990,Unprovoked,south africa,23,"2.3 m [7.5'] white shark, identified by M. Smale",Apr,N,M,23
1990,Unprovoked,australia,31,"Tiger shark, 3 m ",Apr,N,M,31
1989,Unprovoked,south africa,29,White shark,Nov,Y,M,29
1989,Unprovoked,australia,17,2.7 m [9'] white shark,Oct,N,M,17
1989,Unprovoked,usa,12,4' shark,Oct,N,M,12
1989,Invalid,usa,49,Shark involvement suspected but not confirmed,Oct,,M,49
1989,Unprovoked,south africa,29,"White shark, identified by tooth pattern",Sep,N,M,29
1989,Provoked,usa,51,150-lb shark,Sep,N,M,51
1989,Unprovoked,usa,38,4 m to 5 m [13' to 16.5']  white shark,Sep,N,M,38
1989,Provoked,australia,30,Grey nurse shark,Aug,N,M,30
1989,Unprovoked,south africa,21,>3.4 m [11'] white shark,Aug,N,M,21
1989,Unprovoked,australia,17,"Bronze whaler shark, 3 m [10'] ",Aug,N,M,17
1989,Unprovoked,south africa,34,2.5 m [8.25'] white shark,Jul,N,M,34
1989,Unprovoked,south africa,16,3 m [10'] white shark,Jun,N,M,16
1989,Unprovoked,south africa,28,2.5 m [8.25'] white shark,Jun,N,M,28
1989,Unprovoked,australia,27,2 m [6.75'] white shark,Mar,Y,M,27
1989,Unprovoked,italy,47,6 m [20'] white shark,Feb,Y,M,47
1989,Invalid,usa,24,Invalid,Jan,,M,24
1989,Unprovoked,usa,24,5 m [16.5'] white shark,Jan,Y,F,24
1989,Unprovoked,australia,17,"Tiger shark, 4 m [13'] ",Jan,N,M,17
1988,Unprovoked,usa,21,5.5 m to 6 m [18' to 20']  white shark,Oct,N,M,21
1988,Unprovoked,usa,30,1.2 m to 1.5 m [4' to 5'] shark,Oct,N,M,30
1988,Unprovoked,usa,23,1.2 m to 1.5 m [4' to 5'] shark,Oct,N,M,23
1988,Unprovoked,usa,21,5' shark,Sep,N,M,21
1988,Unprovoked,usa,38,3 m [10'] bull shark,Sep,Y,M,38
1988,Unprovoked,usa,27,2.4 m to 3 m [8' to 10'] white shark,Aug,N,M,27
1988,Unprovoked,south africa,36,White shark,Jun,N,M,36
1988,Unprovoked,usa,37,Sand shark?,Jun,N,M,37
1988,Unprovoked,usa,25,1.8 m to 2.4 m [6' to 8'] shark,Jun,N,M,25
1988,Unprovoked,south africa,17,1.5 m to 2 m [5' to 6.75'] shark,Mar,N,M,17
1988,Unprovoked,south africa,20,"1 m ""grey-colored"" shark",Feb,N,M,20
1988,Unprovoked,south africa,15,Zambezi shark (tooth fragments recovered),Feb,N,F,15
1988,Invalid,south africa,22,Shark involvement not confirmed,Jan,,M,22
1988,Provoked,south africa,33,1.5 m copper shark,Jan,N,M,33
1987,Unprovoked,usa,16,1.8 m [6'] blacktip shark,Dec,N,M,16
1987,Unprovoked,usa,20,2 m [6.75'] shark,Oct,N,M,20
1987,Invalid,south africa,14,Questionable incident,Oct,,M,14
1987,Unprovoked,south africa,21,White shark,Oct,N,M,21
1987,Unprovoked,south africa,24,3.5 m [11.5']  white shark,Sep,N,M,24
1987,Unprovoked,usa,12,1.2 m to 1.5 m [4' to 5'] shark,Aug,N,M,12
1987,Unprovoked,usa,40,5.7 m white shark,Aug,N,M,40
1987,Unprovoked,usa,27,3' to 4' shark,Jul,N,M,27
1987,Unprovoked,usa,32,4' shark,Jul,N,F,32
1987,Unprovoked,usa,16,4' shark,Jul,N,F,16
1987,Unprovoked,vanuatu,8,4.3 m shark,Apr,Y,M,8
1987,Unprovoked,south africa,30,>2.5 m [8.25'] white shark,Jan,N,M,30
1986,Unprovoked,south africa,21,3 m [10'] white shark,Dec,Y,M,21
1986,Unprovoked,usa,40,1.8 m to 2.1 m [6' to 7'] spinner or blacktip shark,Dec,N,M,40
1986,Unprovoked,usa,27,5 m to 6 m [16.5' to 20'] white shark,Dec,N,M,27
1986,Unprovoked,usa,6,"Lemon shark, 1.8 m to 2.4 m [6' to 8'], tooth fragment recovered",Oct,N,F,6
1986,Unprovoked,south africa,32,1.6 m shark,Oct,N,M,32
1986,Invalid,south africa,35,Invalid,Aug,,M,35
1986,Unprovoked,south africa,26,1.2 m [4'] dusky shark,Jul,N,M,26
1986,Unprovoked,south africa,26,>1 m shark,Mar,N,M,26
1986,Unprovoked,south africa,21,>2.4 m [8'] white shark,Feb,N,M,21
1986,Unprovoked,south africa,46,Raggedtooth shark,Feb,N,M,46
1986,Unprovoked,south africa,29,"Raggedtooth shark, 2 m [6.75'] ",Feb,N,M,29
1986,Unprovoked,australia,29,"Bronze whaler shark, 3.5 m ",Feb,N,M,29
1986,Unprovoked,usa,22,Blacktip shark,Jan,N,M,22
1986,Unprovoked,usa,16,1.5 m [5'] shark,,N,M,16
1985,Unprovoked,south africa,22,2.5 m [8.25'] white shark,Oct,N,M,22
1985,Unprovoked,usa,46,2 m to 2.5 m [6.75'  to 8.25'] sixgill or sevengill shark,Oct,N,M,46
1985,Invalid,usa,17,Invalid,Sep,,M,17
1985,Invalid,usa,11,Shark involvement not confirmed,Aug,,M,11
1985,Invalid,usa,67,Shark involvement prior to death not confirmed,Aug,,M,67
1985,Unprovoked,usa,13,Possibly a small hammerhead shark,Jul,N,F,13
1985,Unprovoked,italy,13,"3 m to 3.6 m  [10' to 11'9""] white shark",Jul,N,M,13
1985,Unprovoked,australia,33,6 m [20'] white shark,Mar,Y,F,33
1985,Unprovoked,usa,29,6 m [20'] white shark,Feb,N,M,29
1985,Unprovoked,south africa,15,Raggedtooth shark,Jan,N,M,15
1985,Unprovoked,south africa,18,"3.5 m white shark, tooth fragments recovered",Jan,N,M,18
1985,Unprovoked,south africa,34,3.5 m [11.5'] white shark,Jan,N,M,34
1985,Provoked,south africa,20,1.5 m [5'] dusky shark,Jan,N,M,20
1984,Unprovoked,australia,16,"Tiger shark, 4 m ",Nov,Y,M,16
1984,Invalid,usa,22,Shark involvement prior to death was not confirmed,Oct,,M,22
1984,Unprovoked,usa,23,1.5 m [5'] shark,Oct,N,F,23
1984,Invalid,usa,77,Shark involvement not confirmed; officials considered barracua,Oct,,F,77
1984,Unprovoked,usa,15,1.2 m [4'] blacktip shark,Oct,N,M,15
1984,Unprovoked,usa,25,3 m to 5 m [10' to 16.5'] white shark,Sep,N,M,25
1984,Unprovoked,usa,16,Hammerhead shark?+O2356,Sep,N,M,16
1984,Unprovoked,usa,28,4.5 m to 5 m white shark,Sep,Y,M,28
1984,Unprovoked,usa,18,1.2 m [4'] shark,Jul,N,F,18
1984,Invalid,south africa,21,Shark involvement prior to death was not confirmed,Jul,,M,21
1984,Unprovoked,south africa,27,2.4 m [8'] white shark,Jun,N,M,27
1984,Unprovoked,usa,13,1.2 m to 1.5 m [4' to 5'] hammerhead shark,Jun,N,F,13
1984,Provoked,south africa,33, 1.5 m [5'] dusky shark,Feb,N,M,33
1984,Unprovoked,south africa,14,"Raggedtooth shark, 1 m ",Jan,N,M,14
1983,Unprovoked,south africa,47,"Raggedtooth shark, >1 m ",Dec,N,M,47
1983,Unprovoked,south africa,29,5 m [16.5'] white shark,Aug,N,M,29
1983,Unprovoked,usa,14,Sand shark,Aug,N,F,14
1983,Unprovoked,usa,22,6' to 8' bull shark,Aug,N,F,22
1983,Sea Disaster,australia,21,"Tiger shark, 5 m [16.5']",Jul,Y,F,21
1983,Sea Disaster,australia,24,"Tiger shark, 5 m [16.5']",Jul,Y,M,24
1983,Sea Disaster,australia,28,"Tiger shark, 5 m [16.5']",Jul,N,M,28
1983,Unprovoked,usa,39,3.5' hammerhead shark,Jul,N,F,39
1983,Unprovoked,usa,21,6' shark,May,N,M,21
1983,Unprovoked,south africa,27,"Raggedtooth shark, 1.5 m [5'] (tooth fragment recovered)",Apr,N,M,27
1983,Unprovoked,south africa,17,1.8 m [6'] Zambezi shark,Mar,N,M,17
1983,Unprovoked,south africa,16,3 m [10'] shark,Feb,N,M,16
1983,Unprovoked,south africa,32,White shark,Jan,N,M,32
1982,Unprovoked,usa,26,1.5 m [5'] shark,Oct,N,M,26
1982,Unprovoked,south africa,16,"Believed to involve a 2.8 m [9'3""] white shark",Sep,N,M,16
1982,Unprovoked,usa,20,1.5 m [5'] shark,Sep,N,M,20
1982,Unprovoked,usa,36,White shark,Sep,N,M,36
1982,Unprovoked,usa,28,5 m to 6 m [16.5' to 20'] white shark,Sep,N,M,28
1982,Invalid,usa,17,Questionable incident; reported as shark attack but thought to involve a pinniped instead ,Aug,,M,17
1982,Invalid,south africa,20,Invalid,Jul,,M,20
1982,Unprovoked,south africa,38,"2.4 m [8'] white shark, species identity confirmed by tooth fragment",Jul,N,M,38
1982,Unprovoked,usa,26,4.5 m to 5.5 m [14.7' to 18'] white shark,Jul,N,M,26
1982,Unprovoked,usa,17,0.9 m to 1.2 m [3' to 4'] shark,Jul,N,M,17
1982,Unprovoked,south africa,27,"2.4 m [8'] white shark, species identity confirmed by witnesses & tooth pattern in surfboard",Jun,Y,M,27
1982,Unprovoked,usa,20,5' shark,Jun,N,M,20
1982,Unprovoked,south africa,20,Raggedtooth shark,Jan,N,M,20
1981,Unprovoked,usa,24,7 m [23'] white shark,Dec,Y,M,24
1981,Unprovoked,usa,19,1.8 m to 2.4 m [6' to 8'] shark,Oct,N,M,19
1981,Unprovoked,usa,26,Said to involve a tiger shark or a hammerhead shark,Sep,Y,M,26
1981,Unprovoked,bahamas,53,Mako shark (tooth fragments recovered),Aug,N,M,53
1981,Unprovoked,south africa,32,Possibly a  1.8 m [6'] Zambezi shark,Jul,N,M,32
1981,Unprovoked,south korea,27,6 m  white shark,May,Y,F,27
1981,Unprovoked,south africa,27,Raggedtooth shark,May,N,M,27
1981,Unprovoked,south africa,19,"Raggedtooth shark, 2.5 m [8.25'] ",May,N,M,19
1981,Unprovoked,south africa,24,"Tiger shark, 2.1 m [7']",May,N,M,24
1981,Unprovoked,usa,19,"1.2 m to 1.5 m [4' to 5'] bull, sandbar or dusky shark",Mar,N,M,19
1981,Unprovoked,usa,24,C. maculpinnis or C. limbatus,Mar,N,M,24
1981,Unprovoked,south africa,30,Juvenile dusky or blacktip shark,Feb,N,M,30
1981,Unprovoked,usa,15,1.8 m to 2.4 m [6' to 8'] hammerhead shark,Feb,N,M,15
1981,Unprovoked,australia,27,"Tiger shark, 2.5 m ",,N,M,27
1980,Unprovoked,south africa,25,3.5 m [11.5'] shark,,N,M,25
1980,Unprovoked,reunion,22,1.8 m [6'] white shark,Nov,N,M,22
1980,Unprovoked,usa,29,4 m to 5 m [13' to 16.5'] white shark,Oct,N,M,29
1980,Unprovoked,usa,19,4 m to 5 m [13' to 16.5'] white shark,Oct,N,M,19
1980,Unprovoked,usa,22,4' to 8' shark,Jul,N,F,22
1980,Unprovoked,south africa,22,1.8 m [6'] shark,May,N,M,22
1980,Unprovoked,mexico,13,Tiger shark,Apr,N,F,13
1980,Unprovoked,south africa,24,"2.8 m [9'3""] white shark",Jan,N,M,24
1980,Provoked,south africa,29,"2 m [6'9""] Zambesi shark",Jan,N,M,29
1980,Unprovoked,south africa,25,"Raggedtooth shark, 2 m [6'9""] ",Jan,N,M,25
1980,Invalid,south africa,20,Invalid,,,M,20
1979,Unprovoked,usa,20,"White shark, 4 m [13'] ",Nov,N,M,20
1979,Provoked,south africa,25,"White shark, 2.5 m [8.25']  ",,N,M,25
1979,Unprovoked,usa,27,Blacktip or spinner shark,Mar,N,M,27
1979,Unprovoked,south africa,19,1.5 m to 2 m [5' to 6.75'] shark,Feb,N,M,19
1978,Unprovoked,south africa,23,"White shark, 2.3 m [7.5'], tooth fragment recovered",Dec,Y,M,23
1978,Unprovoked,south africa,27,"White shark, 3.7 m [12'] ",Sep,N,M,27
1978,Unprovoked,south africa,17,Thought to involve a blacktip shark,Jan,N,M,17
1977,Unprovoked,south africa,18,"Tiger shark, 3 m [10']",Dec,N,M,18
1977,Unprovoked,south africa,25,"White shark, 5 m [16.5'] ",Oct,N,M,25
1977,Unprovoked,australia,17,White shark,Aug,N,M,17
1977,Unprovoked,usa,20,"White shark, 5.5 m to 6 m [18' to 20']  ",Aug,N,M,20
1977,Provoked,usa,27,"Bull shark, 8",Jun,N,M,27
1976,Unprovoked,usa,29,"White shark, 5.5 m [18'] ",Dec,N,M,29
1976,Unprovoked,south africa,19,"White shark, 3 m [10'] k",Nov,N,M,19
1976,Unprovoked,usa,19,2.1 m [7'] lemon shark or bull shark,Nov,N,M,19
1976,Unprovoked,usa,25,"White shark, 3 m to 4 m [10' to 13'] ",Oct,N,M,25
1976,Unprovoked,south africa,20,"White shark, 3.5 m [11.5'], species identity confirmed by tooth fragment",Oct,N,M,20
1976,Unprovoked,usa,15,"Tiger shark, 6' ",Sep,N,M,15
1976,Unprovoked,usa,19,"White shark, 4.5 m ",Aug,N,M,19
1976,Unprovoked,usa,17,12' to 14' shark,Jun,N,M,17
1975,Unprovoked,usa,27,White shark,Dec,N,M,27
1975,Unprovoked,south africa,33,Juvenile dusky shark,Nov,N,M,33
1975,Unprovoked,south africa,19,"White shark, 2.4 m [8']",Aug,N,M,19
1975,Unprovoked,usa,20,1.5 m [5'] shark,Aug,N,M,20
1975,Unprovoked,usa,44,White shark,Aug,N,M,44
1975,Unprovoked,australia,37,White shark,Jul,Y,M,37
1975,Unprovoked,usa,23,"White shark, 5.8 m [19'] ",Jul,N,M,23
1975,Unprovoked,usa,34,"White shark, 5m to 6m",Jul,N,M,34
1975,Unprovoked,usa,14,1.2 m [4'] shark,Jul,N,F,14
1975,Unprovoked,usa,18,4' shark,Jun,N,M,18
1975,Unprovoked,south africa,16,1.5 m [5'] shark,Feb,N,M,16
1975,Unprovoked,australia,12,"White shark, 3 m [10'] ",Feb,Y,M,12
1974,Unprovoked,usa,17,"White shark, 5.5 m to 6 m [18' to 20'] ",Sep,N,M,17
1974,Unprovoked,usa,29,"White shark, 4 m to 5 m ",Sep,N,M,29
1974,Unprovoked,israel,20,"Shortfin mako shark, 2.3 m [7.5'] ",Sep,N,F,20
1974,Unprovoked,usa,41,"White shark, 5 m to 6 m [16.5 to 20'] ",Sep,N,M,41
1974,Unprovoked,usa,48,"White shark, 5 m to 6 m [16.5 to 20'] ",Sep,N,M,48
1974,Unprovoked,usa,24,"White shark, 4.5 m ",Sep,N,M,24
1974,Unprovoked,usa,45,"White shark, 5 m [16.5']",May,N,M,45
1974,Unprovoked,south africa,22,"Raggedtooth shark, 1.5 m [5'] ",Apr,N,M,22
1974,Unprovoked,south africa,17,Juvenile dusky shark,Apr,N,M,17
1974,Unprovoked,south africa,21,1.8 m [6'] shark,Mar,N,M,21
1974,Unprovoked,south africa,33,2 m to 2.5 m [6.75'  to 8.25'] shark,Jan,N,M,33
1973,Unprovoked,bahamas,11,7' to 8' bull shark,Sep,N,M,11
1973,Unprovoked,mexico,37,White shark,Sep,Y,M,37
1973,Unprovoked,south africa,26,"2 m shark, possibly a dusky or blacktip shark",Mar,N,M,26
1972,Unprovoked,mozambique,25,2 m to 3 m shark,Dec,N,M,25
1972,Unprovoked,usa,22,4.5' shark,Jun,N,M,22
1972,Unprovoked,usa,32,"White shark, 4.4 m to 5 m [14.5' to 16.5'] ",May,N,M,32
1972,Unprovoked,australia,18,7' shark,Feb,N,M,18
1972,Unprovoked,south africa,30,Zambesi shark,Jan,N,F,30
1972,Unprovoked,mozambique,24,"White shark, 2.5 m [8.25'] ",Jan,N,M,24
1971,Unprovoked,south africa,16,"White shark, 3 m [10']rk",Dec,N,F,16
1971,Unprovoked,usa,18,5' to 6' shark,Oct,N,M,18
1971,Unprovoked,south africa,25,1.5 m to 2 m shark,Oct,N,M,25
1971,Unprovoked,usa,30,"White shark, 5 m to 6 m [16.5' to 20']  ",Oct,N,M,30
1971,Unprovoked,croatia,34,White shark,Sep,Y,M,34
1971,Provoked,australia,26,"Grey nurse shark, 11'",Aug,N,M,26
1971,Unprovoked,south africa,21,"White shark, 3 m [10'], species identity confirmed by witnesses & tooth pattern in leg & board ",Jun,N,M,21
1971,Unprovoked,south africa,>50,White shark according to tooth pattern and witnesses,Apr,Y,M,50
1971,Unprovoked,new zealand,16,"White shark, 4.6 m [15'] ",Mar,N,M,16
1970,Unprovoked,micronesia,43,1.8 to 2 m C. albimarginatus,Sep,N,M,43
1970,Provoked,south africa,25,"Raggedtooth shark, 2 m [6'9""], 5-year-old, captive female ",Jun,N,M,25
1969,Unprovoked,usa,53,"White shark, 4.3 m 4.9 m [14' to 16'] ",Sep,N,M,53
1969,Unprovoked,usa,13,4' shark,Aug,N,M,13
1969,Provoked,usa,23,Nurse shark,May,N,M,23
1969,Unprovoked,usa,16,"White shark, identified by tooth fragments in surfboard",Mar,N,M,16
1969,Provoked,australia,49,7-gill shark,Feb,N,M,49
1968,Provoked,australia,27,"Grey nurse shark, 10' ",Dec,N,M,27
1968,Unprovoked,new zealand,17,White shark,Dec,N,M,17
1968,Unprovoked,new zealand,24,"White shark, 4.3 m [14'], (tooth fragment recovered)",Sep,Y,M,24
1968,Unprovoked,columbia,18,2 m shark,Aug,N,M,18
1968,Unprovoked,usa,25,"White shark, 4 m [13'] ",Jul,N,M,25
1968,Unprovoked,usa,33,4m [13'] shark,Jul,N,M,33
1968,Invalid,usa,63,Shark involvement not confirmed,Apr,,M,63
1968,Unprovoked,south africa,35,1.5 m to 1.8m [5' to 6'] shark,Mar,N,M,35
1968,Invalid,usa,28,Invalid,Mar,,M,28
1968,Unprovoked,australia,26,"Bronze whaler shark, 3 m [10'] ",Feb,N,M,26
1967,Unprovoked,south africa,22,1.5 m to 1.8 m [5' to 6'] shark,Dec,N,M,22
1967,Unprovoked,usa,19,small blacktip shark,Oct,N,M,19
1967,Provoked,usa,24,5' blue shark,Aug,N,M,24
1967,Unprovoked,australia,23,White shark,Aug,Y,M,23
1967,Invalid,australia,? & 19,Shark involvement prior to death was not confirmed,Aug,,M,19
1967,Unprovoked,usa,15,"Nurse shark, 106 cm, 28-lb, male ",Aug,N,M,15
1967,Unprovoked,bahamas,41,1.5 m to 1.8 m [5' to 6'] sandbar shark,Aug,N,M,41
1967,Provoked,usa,26,"Nurse shark, 1 m ",Jun,N,M,26
1967,Unprovoked,south africa,32,"White shark, 3 m [10'] ",Mar,N,M,32
1967,Provoked,australia,36,Grey nurse shark,Mar,N,M,36
1967,Unprovoked,new zealand,21,Thought to involve a white shark,Mar,Y,M,21
1966,Unprovoked,papua new guinea,13,3.7 m [12'] shark,Oct,Y,F,13
1966,Unprovoked,papua new guinea,8,3.7 m [12'] shark,Oct,Y,F,8
1966,Unprovoked,australia,32,"Bronze whaler shark, 2.1 m [7'], a tooth was embedded in the speargun ",Sep,N,M,32
1966,Unprovoked,australia,43,"Mako shark, 1.9 m [6.5'] ",Sep,N,M,43
1966,Unprovoked,new britain,13,A pack of 6 sharks,Aug,Y,F,13
1966,Unprovoked,new britain,9,A pack of 6 sharks,Aug,Y,F,9
