year,type,country,age,species_,month,fatal,sex,age_clean
1966,Invalid,usa,26,Invalid,Aug,,M,26
1966,Unprovoked,usa,8,Spinner or blacktip sharks,Aug,N,M,8
1966,Provoked,usa,34,4' shark,Jul,N,M,34
1966,Invalid,usa,46,Invalid,Jul,,M,46
1966,Provoked,usa,15,"Local authorities speculated that the water was too cold for sharks, but a 2.1 m [7'], 200-lb pregnant sandbar shark was caught next day",Jun,N,M,15
1966,Provoked,usa,18,1.2 m [4'] hammerhead shark,Jun,N,M,18
1966,Unprovoked,usa,18,a small shark,Jun,N,M,18
1966,Invalid,usa,24,Invalid,May,,M,24
1966,Unprovoked,australia,13,"White shark, 2.5 m [8.25'], an immature female, previously injured",Feb,N,M,13
1966,Provoked,south africa,33,Copper shark,Jan,N,M,33
1966,Unprovoked,usa,29,"White shark, 3 m [10'] ",Jan,N,M,29
1966,Unprovoked,south africa,16,1.5 m to 1.8 m [5' to 6'] Zambesi shark,Jan,N,M,16
1966,Unprovoked,south africa,15,"1.8 m to 2 m [6' to 6'9""] shark",Jan,N,M,15
1966,Unprovoked,usa,35,Hammerhead shark,Jan,N,M,35
1966,Invalid,usa,15,Shark involvement not confirmed,,,F,15
1965,Unprovoked,australia,24,"Grey nurse shark, 2.4 m [8'] ",Nov,N,M,24
1965,Invalid,usa,19,Invalid,Apr,,M,19
1965,Unprovoked,usa,28,"White shark, 10' to 12' ",Apr,N,M,28
1965,Unprovoked,palau,8,"Tiger shark, tooth fragment recovered",Apr,N,M,8
1965,Unprovoked,usa,17,Blacktip or spinner shark,Apr,N,M,17
1965,Unprovoked,usa,16,Mako shark,Mar,N,M,16
1965,Unprovoked,south africa,25,"1.8 m [6'], 136-kg [300-lb] shark ",Feb,N,M,25
1965,Unprovoked,usa,18,1.2 m [4'] shark,Feb,N,M,18
1965,Unprovoked,south africa,22,"White shark, 3.7 m [12'] ",Jan,N,M,22
1964,Unprovoked,south africa,19,Raggedtooth shark ,Dec,N,M,19
1964,Unprovoked,papua new guinea,28,2.1 m [7'] shark,Dec,N,M,28
1964,Unprovoked,australia,25,"White shark, 2.4 m [8'] ",Nov,N,M,25
1964,Unprovoked,australia,19,"Grey nurse shark, 1.8 m [6']",Oct,N,M,19
1964,Unprovoked,taiwan,20,1.8 m [6'] shark,Sep,N,M,20
1964,Unprovoked,mexico,19,1.8 to 2.4 m [6' to 8'] shark,Aug,N,M,19
1964,Invalid,usa,18,Invalid,Aug,,M,18
1964,Unprovoked,usa,28,Hammerhead shark,Aug,N,M,28
1964,Invalid,usa,29,Shark involvement prior to death was not confirmed,Jun,,F,29
1964,Invalid,south africa,40,Shark involvement prior to death was not confirmed,Jun,,M,40
1964,Unprovoked,fiji,35,Tiger shark,May,Y,M,35
1964,Unprovoked,usa,38,1.7 m [5.5'] shark,Mar,N,M,38
1964,Unprovoked,new zealand,26,"White shark, 3 m [10'] ",Feb,N,M,26
1964,Unprovoked,south africa,25,"White shark, 1.5 m [5'] k",Feb,N,M,25
1964,Unprovoked,new zealand,19,"White shark, 3 m to 3.7 m [10' to 12'] ",Feb,Y,M,19
1964,Invalid,australia,23,Shark involvement prior to death was not confirmed,Feb,,M,23
1964,Unprovoked,usa,21,White shark (tooth fragment recovered),Jan,N,M,21
1963,Unprovoked,south africa,20,"Zambesi shark, 1.8 m [6'] ",Dec,N,F,20
1963,Unprovoked,south africa,24,1.8 m [6']  shark,Dec,N,M,24
1963,Provoked,south africa,13,"Dusky shark, 1 m ",Dec,N,M,13
1963,Unprovoked,south africa,15,300- to 400-lb Zambesi shark,Dec,Y,M,15
1963,Unprovoked,australia,23,White shark,Dec,N,M,23
1963,Unprovoked,new zealand,20,Possibly a broadnose 7-gill shark,Nov,N,M,20
1963,Provoked,papua new guinea,18,Tiger shark,Nov,N,F,18
1963,Unprovoked,fiji,21,>1.2 m [4'] tiger shark,Nov,N,F,21
1963,Unprovoked,palau,35,Dooley believed his Injury was caused by stingray (Dasyatidae family),Nov,N,M,35
1963,Unprovoked,usa,28,500-lb shark,Oct,N,M,28
1963,Unprovoked,solomon islands,30,5.5 m [18'] shark,Sep,Y,M,30
1963,Provoked,australia,18,1.5 m [5'] shark,Sep,N,M,18
1963,Provoked,usa,16,"Nurse shark, 1.2 m [4'] ",Sep,N,M,16
1963,Unprovoked,federated states of micronesia,26,Tiger shark,Jul,N,M,26
1963,Unprovoked,greece,42,"White shark, 3 m ",Jun,Y,F,42
1963,Provoked,papua new guinea,30,1.8 m [6'] shark,Jun,N,M,30
1963,Unprovoked,usa,25,"Hand found in gut of 2.9 m to 3.3 m [9'7"" to 10'11""] Galapagos shark, C. galapagensis",Apr,Y,M,25
1963,Unprovoked,usa,15,3.7 to 4.5 m [12' to 15'] shark seen in vicinity,Apr,N,M,15
1963,Unprovoked,australia,18,"Bronze whaler shark, 3 m [10'] ",Feb,N,M,18
1963,Unprovoked,fiji,28,"White shark, 2.1 m [7'] ",Feb,N,M,28
1963,Unprovoked,australia,32,"Tooth fragments of whaler shark were recovered, a bull shark, according to Edwards",Jan,Y,F,32
1963,Invalid,australia,25,Shark involvement prior to death was not confirmed,Jan,,M,25
1963,Unprovoked,south africa,27,1 m shark,Jan,N,M,27
1963,Unprovoked,south africa,24,"Zambesi shark, 2 m [6'9""] ",Jan,N,M,24
1962,Unprovoked,australia,16,"White shark, 4.3 m [14'] (or bronze whaler)",Dec,Y,M,16
1962,Unprovoked,usa,24,"White shark, 4.3 m to 4.9m [14' to 16']",Nov,N,M,24
1962,Unprovoked,mexico,32,2.7 m [9'] shark,Oct,Y,M,32
1962,Unprovoked,british west indies,24," Blacktip shark, C. maculipinnis. 1.9 m to 2.1 m [6.5' to 7'] ",Sep,N,M,24
1962,Unprovoked,italy,28,White shark,Sep,Y,M,28
1962,Provoked,papua new guinea,49,"""A long thin brown-colored shark""",Aug,N,M,49
1962,Provoked,usa,39,"Horn shar,k Heterodontus francisci, 1.2 m [4'] ",Aug,N,M,39
1962,Unprovoked,usa,40,Unknown,Aug,Y,M,40
1962,Unprovoked,usa,24,1.8 m [6'] shark,Aug,N,M,24
1962,Provoked,usa,19,Blue shark,Jul,N,M,19
1962,Unprovoked,usa,11,1.8 m [6'] shark,Jun,N,M,11
1962,Provoked,usa,55," Sevengill  shark, 1.2 m [4'] ",Jun,N,M,55
1962,Unprovoked,south africa,13,"Zambesi shark, 1.2 m [4'] ",Apr,N,M,13
1962,Unprovoked,papua new guinea,10,Possibly a bronze whaler shark,Mar,Y,M,10
1962,Unprovoked,south africa,13,"White shark, 3 m ",Feb,Y,M,13
1962,Unprovoked,australia,35,60 cm  shark ,Feb,N,M,35
1962,Unprovoked,new zealand,18,1.5 m [5'] shark,Jan,N,M,18
1962,Invalid,south africa,40,Shark involvement prior to death was not confirmed,Jan,,M,40
1962,Unprovoked,usa,29,"White shark, 4 m [13'] ",Jan,N,M,29
1962,Unprovoked,australia,19,"Bronze whaler shark, 2.1 m [7'] shark",Jan,N,M,19
1962,Unprovoked,papua new guinea,24,White shark,Jan,N,M,24
1962,Unprovoked,new zealand,54,"36""  shark",Jan,N,F,54
1962,Unprovoked,marshall islands,57,1.8 m [6'] shark,Jan,N,M,57
1961,Unprovoked,australia,18,3 m [10'] shark,Dec,Y,F,18
1961,Unprovoked,australia,24,3 m [10'] shark,Dec,N,M,24
1961,Unprovoked,south africa,18,Zambesi shark,Dec,N,M,18
1961,Provoked,australia,23,"Grey nurse shark, 2.4 m [8'] ",Dec,N,M,23
1961,Unprovoked,australia,22,Next morning a 3 m [10'] shark was caught that had Andrews' leg in its gut,Dec,Y,M,22
1961,Unprovoked,australia,17,1.8 m [6'] shark,Dec,N,M,17
1961,Unprovoked,croatia,19,White shark,Sep,Y,M,19
1961,Unprovoked,usa,16,"White shark, 4 m [13'] ",Aug,N,M,16
1961,Unprovoked,usa,19,White shark,Aug,N,M,19
1961,Unprovoked,usa,38,2.4 m [8'] shark,Aug,N,M,38
1961,Provoked,usa,57,"43"" shark",Jul,N,M,57
1961,Unprovoked,italy,21,"White shark, 4.5 m ",Jul,N,M,21
1961,Unprovoked,usa,20,White shark,May,N,M,20
1961,Unprovoked,usa,52,"Hammerhead shark, 500-llb ",May,N,M,52
1961,Invalid,usa,10,Shark involvement not confirmed,Apr,,M,10
1961,Unprovoked,mozambique,37,Zambesi shark,Apr,N,M,37
1961,Unprovoked,australia,40," ""gummy"" shark (Rhizoprionodon or Loxodon) 1.2 m [4']",Apr,N,M,40
1961,Unprovoked,mozambique,38,Zambesi shark,Apr,Y,M,38
1961,Unprovoked,australia,24,3 m [10'] shark,Mar,N,M,24
1961,Unprovoked,australia,21,"White shark, 3.7 m [12'] ",Mar,N,M,21
1961,Unprovoked,north pacific ocean,33,"Grey reef shark, 1.8 m [6'] grey reef shark, identified by Dr. L.P. L. Schultz based on photographs; identified as C. melanopterus by Stewart",Mar,N,M,33
1961,Unprovoked,south africa,27,1.5 m [5'] shark,Feb,N,M,27
1961,Unprovoked,south africa,14,"2.1 m [7'], 90-kg shark",Feb,Y,M,14
1961,Unprovoked,south africa,15,White shark,Jan,N,M,15
1961,Provoked,australia,27,"Wobbegong shark, 1.5 m [5'] ",Jan,N,M,27
1961,Unprovoked,south africa,13,"White shark, based on bite pattern",Jan,N,M,13
1960,Unprovoked,south africa,25,"White shark, 3 m [10'], tooth fragment from wounds identified as that of a white shark",Dec,Y,M,25
1960,Unprovoked,australia,33,"Grey nurse shark, 1m ",Dec,N,M,33
1960,Unprovoked,australia,41,3' shark,Nov,N,M,41
1960,Provoked,usa,15,"Lemon shark, 1164 mm, immature male, identified by  V.G. Springer",Aug,N,M,15
1960,Provoked,usa,41,"""sand shark""",Jul,N,M,41
1960,Unprovoked,usa,39,"Mako shark, 1.8 m to 2.1 m [6' to 7']  with hook & wire leader caught in mouth",Jun,N,M,39
1960,Unprovoked,bermuda,25,"Dusky shark, 2.7 m [9'] dusky shark C. obscurus identified by S. Springer on tooth recovered",May,N,M,25
1960,Unprovoked,usa,16,"White shark, 4 m to 5 m [13' to 16.5'] ",May,N,F,16
1960,Unprovoked,south africa,16,"White shark, 2.1 m [7']  based on tooth pattern",Apr,N,M,16
1960,Unprovoked,usa,48,"White shark, 4.9 m [16'] ",Apr,N,M,48
1960,Invalid,bermuda,"21, 34,24 & 35",Questionable incident,Apr,,M,21
1960,Unprovoked,australia,17,"White shark, 3.7 m [12'] ",Apr,N,M,17
1960,Unprovoked,usa,42,"1.2 m [4'], possibly  larger shark",Mar,N,M,42
1960,Unprovoked,australia,30 & 32,Two 2.1 m [7'] sharks,Feb,N,M,30
1960,Invalid,usa,36,"According to Benjamin, the injury was inflicted by a barracuda, not a shark",Feb,,M,36
1960,Unprovoked,australia,13,Bull shark,Jan,Y,M,13
1959,Unprovoked,australia,19,3.5 m [11.5'] shark,Nov,N,M,19
1959,Unprovoked,australia,17,"""a small shark""",Nov,N,M,17
1959,Unprovoked,australia,19,3 m to 4.3 m [10' to 14'] shark,Nov,N,M,19
1959,Unprovoked,usa,21,"Blue shark, 1.5 m [5'] ",Nov,N,M,21
1959,Unprovoked,usa,30,"White shark, 5 m [16.5'], identified by Dr. W. I. Follett on tooth marks",Oct,N,M,30
1959,Unprovoked,fiji,36,"Tiger shark, 1.8 m [6']",Oct,N,M,36
1959,Sea Disaster,usa,30,"A hammerhead shark, then 8 to 10 other sharks were said to be  involved",Sep,N,M,30
1959,Invalid,philippines,10,Shark involvement prior to death was not confirmed,Aug,,M,10
1959,Unprovoked,japan,13 or 18,"Blue shark, 3 m [10']",Aug,Y,M,13
1959,Unprovoked,usa,25,"Hammerhead shark, 1.8 m [6'] S. zygena identified by C. Limbaugh on description",Jul,N,M,25
1959,Unprovoked,usa,33,"Reported to involve a White shark, 6 m to 7m [20' to 23'] ",Jun,Y,M,33
1959,Unprovoked,usa,18,"White shark, 3 m [10']; identifed by Dr. W.I. Follett on tooth marks",May,Y,M,18
1959,Unprovoked,usa,19,"Tiger shark, 3.7 m [12']",May,N,M,19
1959,Unprovoked,south africa,14,1.8 to 2.1 m [6' to 7'] shark,Feb,N,M,14
1959,Unprovoked,australia,20,"Grey nurse shark, 1.8 m [6']",Jan,N,M,20
1959,Unprovoked,australia,22,Said to involve 2 sharks: 5.2 m & 6 m [17' & 20'] ,Jan,Y,M,22
1959,Unprovoked,australia,17,1.8 m [6'] shark,Jan,N,M,17
1959,Unprovoked,south africa,18,"White shark, 1.8 m to 2.1 m [6' to 7']  according to Shreuder and a witness",Jan,N,M,18
1958,Unprovoked,usa,15,"Tiger shark, 4.6 m to 7.6 m [15' to 25'] ",Dec,Y,M,15
1958,Unprovoked,american samoa,22,Tiger shark,Dec,Y,M,22
1958,Unprovoked,australia,21,12' shark,Nov,Y,M,21
1958,Unprovoked,bahamas,42,200-lb shark,Sep,N,M,42
1958,Unprovoked,usa,12,"Tiger shark, 1.5 m to 1.8 m [5' to 6'] ",Jul,N,M,12
1958,Unprovoked,usa,8,"Tiger shark, 1.5 m to 1.8 m [5' to 6'] ",Jul,N,M,8
1958,Sea Disaster,pacific ocean,31,Sharks averaged 1.8 m [6'] in length,Jul,N,M,31
1958,Provoked,usa,20,"Nurse shark, 1.5 m [5']  identified by Dr. E. Clark on description of shark",Jul,N,M,20
1958,Unprovoked,bahamas,36,"Tiger shark, <2 m TL",Jul,N,M,36
1958,Provoked,usa,59,"Nurse shark, 2.1 m [7']  identified by Dr. E. Clark on color & tooth impressions",Jun,N,M,59
1958,Unprovoked,usa,17,Tiger shark?,Jun,N,M,17
1958,Unprovoked,taiwan,29,"Mako shark, 100-kg [221-lb] ",Apr,N,M,29
1958,Unprovoked,south africa,28,3 m [10'] shark,Apr,Y,F,28
1958,Unprovoked,south africa,29,3 m [10'] shark,Apr,Y,M,29
1958,Unprovoked,australia,14,6' shark,Jan,N,M,14
1957,Unprovoked,south africa,14,1.8 m [6'] shark,Dec,N,F,14
1957,Unprovoked,south africa,23,>3 m [10'] shark,Dec,Y,M,23
1957,Unprovoked,usa,57,White shark,Jul,Y,M,57
1957,Unprovoked,australia,28,4.6 m [15'] shark,May,N,M,28
1957,Unprovoked,usa,25,White shark,Apr,Y,M,25
1957,Provoked,usa,17,4 m [13'] shark,Apr,N,M,17
1957,Unprovoked,australia,22,Shark seen feeding on turtle scraps thrown overboard prior to incident.,Apr,N,M,22
1956,Unprovoked,papua new guinea,19,2.4 m [8'] tiger shark caught 40 hours later with shorts of the boy in its gut,Dec,Y,M,19
1956,Unprovoked,senegal,19,Lemon shark,Oct,N,M,19
1956,Unprovoked,usa,10,"White shark, 2.7 m [9'] ",Aug,N,M,10
1956,Unprovoked,australia,26,3.7 m [12'] shark & may have been another shark nearby,Mar,Y,M,26
1956,Unprovoked,australia,15,1.8 m [6'] shark,Feb,Y,M,15
1955,Unprovoked,papua new guinea,8,Wobbegong shark,Nov,N,M,8
1955,Unprovoked,american samoa,28,Blue shark,Aug,Y,M,28
1955,Unprovoked,usa,19,"White shark, 5 m to 6 m [16.5' to 20] ",Feb,N,M,19
1955,Unprovoked,australia,25,3.6 m  white shark  (or bronze whaler),Feb,Y,M,25
1955,Unprovoked,australia,13,"Bronze whaler shark,3.7 m [12'] ",Jan,Y,M,13
1954,Unprovoked,australia,30,2.4 m [8']  shark,Jun,N,M,30
1954,Unprovoked,argentina,18,White shark tooth fragment recovered from ankle & identified by Dr. W. I. Follett,Jan,N,M,18
1954,Unprovoked,papua new guinea,26,14' shark,Jan,N,M,26
1953,Invalid,mexico,19,Invalid,Aug,,M,19
1953,Unprovoked,usa,15,3 m [10'] shark seen in vicinity,Jul,Y,M,15
1953,Unprovoked,australia,25,Wobbegong shark,Feb,N,M,25
1952,Unprovoked,australia,25,2.4 m [8'] shark,Dec,N,M,25
1952,Unprovoked,usa,17,"White shark,4.6 m [15'] ",Dec,Y,M,17
1951,Unprovoked,australia,21,2.4 m [8']  shark,Dec,Y,M,21
1951,Unprovoked,south africa,23,"White shark, 1.8 m [6'] ",Nov,N,M,23
1951,Unprovoked,south africa,24,"White shark, 2.4 m [8'] ",Nov,N,M,24
1951,Provoked,australia,23,"Wobbegong shark, 4'",Mar,N,M,23
1951,Unprovoked,south africa,31,136-kg [300-lb] shark,Feb,N,M,31
1950,Unprovoked,australia,21,"White shark, 3m, seen in area and hooked 3 days later",Nov,N,M,21
1950,Unprovoked,usa,31,White shark,Oct,N,M,31
1950,Unprovoked,australia,25,4' shark,Oct,N,M,25
1950,Provoked,el salvador,27,"1,100-lb shark",Aug,N,M,27
1950,Unprovoked,south africa,14,"White shark, 3.7 m [12']  according to witnesses",Feb,Y,M,14
1950,Unprovoked,indonesia,7 or 8,"Tiger shark, 3.7 m to 4.3 m  [12' to 14']",,Y,M,7
1949,Unprovoked,australia,36,6' shark,Nov,N,M,36
1949,Unprovoked,australia,13,"3.3 m [10'9""] shark",Apr,Y,M,13
1949,Unprovoked,australia,20,"White shark, 3.6 m [11'9""] ",Jan,Y,M,20
1949,Invalid,australia,32,Invalid,Jan,,M,32
1948,Unprovoked,greece,17,Said to be 6.4 m [21'] shark,Sep,Y,M,17
1948,Provoked,usa,48,Nurse shark,,N,M,48
1947,Unprovoked,australia,9,Grey nurse shark,Dec,N,M,9
1947,Unprovoked,usa,20,Possibly C. leucas,Aug,Y,M,20
1947,Unprovoked,south africa,21,"1.5 m, 45-kg shark",Apr,N,M,21
1947,Unprovoked,south africa,22,"Blacktip shark, 2 m [6.75'] ",Mar,N,M,22
1947,Unprovoked,south africa,18,>1.6 m shark,Jan,N,M,18
1946,Unprovoked,australia,30,4.3 m [14'] shark,Aug,Y,M,30
1946,Unprovoked,australia,18,"White shark, 4.2 m [13'9""] ",Feb,N,M,18
1946,Unprovoked,south africa,18,1.5 m [5'] shark,Jan,N,M,18
1945,Unprovoked,south africa,37,Thought to involve a Zambesi shark,Mar,N,M,37
1945,Unprovoked,iraq,15,Bull shark,,N,M,15
1944,Unprovoked,south africa,17,"White shark, according to witnesses",Jul,Y,M,17
1943,Unprovoked,panama,20,"White shark, 2 m [6'9""]  (Tooth fragment recovered from victim's shoulder & identified by J.T. Nicholls)",Sep,Y,M,20
1943,Invalid,mexico,68,Invalid,Jul,,M,68
1942,Unprovoked,australia,15,Bull shark,Dec,Y,F,15
1942,Unprovoked,south africa,18,"White shark, 4.5 m  to 6 m [14'9"" to 20'] according to witnesses",Nov,Y,M,18
1942,Unprovoked,australia,24,"Tiger shark, 2.4 m to 3 m [8' to 10'] ",Sep,N,M,24
1942,Unprovoked,australia,28,"Bull shark, 4 m [13'] ",Jan,Y,F,28
1942,Unprovoked,bahamas,48,1.2 m to 1.5 m [4' to 5'] shark,,N,M,48
1941,Provoked,usa,43,2.1 m [7'] shark,Jun,N,M,43
1941,Provoked,usa,53,Mako shark (aka bonito shark) 1.2 m [4'] ,Mar,N,M,53
1940,Unprovoked,south africa,25,"White shark, species identity confirmed by tooth pattern",Mar,Y,M,25
1940,Unprovoked,south africa,17,"White shark, 160-kg [353-lb], identity confirmed by tooth pattern",Feb,Y,M,17
1940,Unprovoked,australia,13,3 m [10'] shark,Jan,Y,M,13
1940,Unprovoked,south africa,18,2.4 m [8'] shark,Jan,Y,M,18
1939,Unprovoked,australia,20,2.6 m [8.5'] shark landed 2 hours later,Dec,Y,M,20
1939,Provoked,bahamas,38,"Nurse shark, 2.1 m [7']",Jul,N,M,38
1938,Provoked,australia,18,"Tiger shark, 6'",Oct,N,M,18
1938,Unprovoked,iraq,9 or 10,Bull shark,May,N,M,9
1938,Invalid,australia,24,Questionable incident,Jan,,M,24
1937,Unprovoked,australia,25,Tiger shark,Oct,Y,M,25
1937,Unprovoked,australia,18,"Tiger shark,  3.6 m [11'9""], 850-kg [1874-lb] female, contained Girvan's remains ",Oct,Y,M,18
1937,Unprovoked,australia,38,"Tiger shark, 9' to 10' ",Aug,N,M,38
1937,Unprovoked,australia,33,2 days later a 600-lb shark was caught 100 yards from the site,May,Y,M,33
1937,Unprovoked,australia,32,White shark,Feb,Y,M,32
1936,Unprovoked,usa,16,White shark (identified by Dr. Hugh Smith) ,Jul,Y,M,16
1936,Unprovoked,australia,16,"Tiger shark, 4.6 m [15'] ",Apr,N,M,16
1936,Unprovoked,australia,14,White shark,Feb,Y,M,14
1936,Unprovoked,australia,13,White shark,Jan,Y,M,13
1935,Unprovoked,australia,38,3.7 m [12'] shark,Aug,Y,M,38
1935,Unprovoked,australia,27,"White shark, 4 m [13'] ",Mar,Y,M,27
1935,Unprovoked,australia,22,"White shark, 3.5 m to 4 m [11.5' to 13'] ",Mar,Y,M,22
1934,Unprovoked,australia,13,"Tiger shark, 1.5 m [5'] ",Dec,N,F,13
1934,Unprovoked,australia,15,4.3 m [14'] shark seen in vicinity,Apr,Y,M,15
1934,Unprovoked,australia,17,4 m [13'] shark seen in vicinity,Mar,Y,M,17
1934,Unprovoked,australia,22,4.3 m [14'] shark seen in area previous week,Jan,N,M,22
1932,Unprovoked,australia,24,Thought to involve a mako or grey nurse shark,Oct,N,M,24
1932,Unprovoked,south africa,23,"Raggedtooth shark, 1.2 m to 1.5 m [4' to 5'] ",,N,M,23
1931,Invalid,australia,39,Shark involvement prior to death unconfirmed,Feb,,M,39
1931,Unprovoked,australia,18,1.5 m [5'] shark,Jan,N,M,18
1930,Unprovoked,australia,18,White shark 4.9 m [16'] ,Feb,Y,M,18
1930,Unprovoked,south africa,23,"White shark, 4.5 m [14'9""], identity confirmed by witness & tooth pattern",Jan,N,M,23
1929,Provoked,australia,19,"Grey nurse shark, 4' ",Apr,N,M,19
1929,Unprovoked,australia,39,Galapagos shark,Feb,Y,M,39
1929,Unprovoked,australia,14,12' shark,Jan,Y,M,14
1928,Unprovoked,panama,17,Morenos leg  & part of his swim suit found in 9' shark caught two hours after the attack. Identified as carcharhinid shark by L. Schultz & C. Limbaugh on photograph,Nov,Y,M,17
1928,Unprovoked,australia,15,4' shark,Apr,N,M,15
1928,Unprovoked,south africa,18,1.2 m [4'] shark,Jan,N,M,18
1927,Unprovoked,south africa,17,"White shark, 4.4 m [14.5'] . ",Dec,Y,M,17
1927,Unprovoked,australia,17,Grey nurse shark?,Mar,N,M,17
1927,Unprovoked,australia,15,3.7 m [12'] shark,Jan,Y,M,15
1926,Unprovoked,australia,17,"Grey nurse shark, 4'",Oct,N,M,17
1926,Unprovoked,italy,20,Said to involve 6 to 7 m [20' to 23'] white shark,Jul,Y,M,20
1926,Unprovoked,usa,15,1.5 m [5'] white shark or sevengill shark,Jul,N,M,15
1925,Unprovoked,australia,55,"Tiger shark, 4 m [13'] female",Nov,Y,M,55
1925,Unprovoked,australia,16,Said to be a small shark,Mar,N,M,16
1924,Unprovoked,australia,16,3 m [10'] shark,Jan,Y,M,16
1922,Unprovoked,australia,19,"2.7 m [9'] ""blue"" shark",Dec,Y,M,19
1922,Unprovoked,jamaica,19,6' shark,,Y,M,19
1922,Unprovoked,south africa,18,"White shark, 12', identity confirmed by tooth fragment, witness and photograph of captured shark ",May,N,M,18
1922,Unprovoked,australia,21,"White shark, 2.4 m [8'] ",Mar,Y,M,21
1922,Unprovoked,australia,18,White shark,Feb,Y,M,18
1919,Unprovoked,australia,13,12' shark,Jan,Y,M,13
1916,Unprovoked,usa,24,Thought to involve a 2.6 m [8.5'] white shark,Jul,Y,M,24
1912,Unprovoked,australia,21,"2.8 m [9'3""] whaler shark captured 3 days later with his remains in its gut",Jan,Y,M,21
1906,Unprovoked,south africa,30,1.8 m to 2.7 m [6' to 9'] shark,Jan,Y,M,30
1905,Unprovoked,australia,40,5' shark,Mar,N,M,40
1901,Unprovoked,south africa,29,White shark,Jul,Y,M,29
1894,Unprovoked,australia,19,10' to 12' shark,Nov,N,M,19
1892,Provoked,australia,21,12' shark,Mar,N,M,21
1880,Unprovoked,australia,12,Bull shark,Nov,Y,M,12
1868,Unprovoked,india,35,Identified as C. gangeticus by Dr. J. Fayrer,May,Y,M,35
